note(canal, nota, intensidade), tick
note_off(4, 48, 64), 44160
note_on(4, 48, 100.0), 44256
note_off(4, 48, 64), 44352
note_on(4, 46, 100.0), 44352
note_off(4, 46, 64), 44448
note_on(4, 48, 100.0), 44448
note_off(4, 48, 64), 44544
note_on(4, 50, 100.0), 44544
note_off(4, 50, 64), 44736
note_on(4, 50, 100.0), 44736
note_off(4, 50, 64), 44880
note_on(4, 50, 100.0), 44880
note_off(4, 50, 64), 44928
note_on(4, 50, 100.0), 45024
note_off(4, 50, 64), 45120
note_on(4, 46, 100.0), 45120
note_off(4, 46, 64), 45216
note_on(4, 48, 100.0), 45216
note_off(4, 48, 64), 45312
note_on(4, 46, 100.0), 45312
note_off(4, 46, 64), 45504
note_on(4, 46, 100.0), 45504
note_off(4, 46, 64), 45648
note_on(4, 46, 100.0), 45648
note_off(4, 46, 64), 45696
note_on(4, 46, 100.0), 45792
note_off(4, 46, 64), 45888
note_on(4, 46, 100.0), 45888
note_off(4, 46, 64), 45984
note_on(4, 45, 100.0), 45984
note_off(4, 45, 64), 46080
note_on(4, 43, 100.0), 46080
note_off(4, 43, 64), 46272
note_on(4, 43, 100.0), 46272
note_off(4, 43, 64), 46416
note_on(4, 43, 100.0), 46416
note_off(4, 43, 64), 46464
note_on(4, 43, 100.0), 46560
note_off(4, 43, 64), 46656
note_on(4, 41, 100.0), 46656
note_off(4, 41, 64), 46752
note_on(4, 43, 100.0), 46752
note_off(4, 43, 64), 46848
note_on(4, 48, 100.0), 46848
note_off(4, 48, 64), 47040
note_on(4, 48, 100.0), 47040
note_off(4, 48, 64), 47184
note_on(4, 48, 100.0), 47184
note_off(4, 48, 64), 47232
note_on(4, 48, 100.0), 47328
note_off(4, 48, 64), 47424
note_on(4, 46, 100.0), 47424
note_off(4, 46, 64), 47520
note_on(4, 48, 100.0), 47520
note_off(4, 48, 64), 47616
note_on(5, 62, 100.0), 6144
note_off(5, 62, 64), 6336
note_on(5, 74, 100.0), 26880
note_off(5, 74, 64), 27072
note_on(9, 42, 100.0), 5376
note_off(9, 42, 64), 5568
note_on(9, 42, 100.0), 5568
note_off(9, 42, 64), 5760
note_on(9, 42, 100.0), 5760
note_off(9, 42, 64), 5952
note_on(9, 42, 100.0), 5952
note_off(9, 42, 64), 6144
note_on(9, 36, 100.0), 6144
note_on(9, 42, 100.0), 6144
note_off(9, 42, 64), 6240
note_off(9, 36, 64), 6240
note_on(9, 36, 100.0), 6240
note_on(9, 42, 100.0), 6240
note_off(9, 42, 64), 6336
note_off(9, 36, 64), 6336
note_on(9, 42, 100.0), 6336
note_on(9, 40, 100.0), 6336
note_off(9, 42, 64), 6432
note_on(9, 42, 100.0), 6432
note_on(9, 40, 100.0), 6480
note_off(9, 40, 64), 6528
note_off(9, 40, 64), 6528
note_off(9, 42, 64), 6528
note_on(9, 42, 100.0), 6528
note_on(9, 40, 100.0), 6576
note_off(9, 40, 64), 6624
note_off(9, 42, 64), 6624
note_on(9, 42, 100.0), 6624
note_on(9, 36, 100.0), 6624
note_off(9, 36, 64), 6720
note_off(9, 42, 64), 6720
note_on(9, 42, 100.0), 6720
note_on(9, 40, 100.0), 6720
note_off(9, 42, 64), 6816
note_on(9, 42, 100.0), 6816
note_on(9, 36, 100.0), 6816
note_off(9, 36, 64), 6912
note_off(9, 40, 64), 6912
note_off(9, 42, 64), 6912
note_on(9, 36, 100.0), 6912
note_on(9, 42, 100.0), 6912
note_off(9, 42, 64), 7008
note_off(9, 36, 64), 7008
note_on(9, 36, 100.0), 7008
note_on(9, 42, 100.0), 7008
note_off(9, 42, 64), 7104
note_off(9, 36, 64), 7104
note_on(9, 40, 100.0), 7104
note_on(9, 42, 100.0), 7104
note_off(9, 42, 64), 7200
note_on(9, 42, 100.0), 7200
note_off(9, 40, 64), 7248
note_on(9, 40, 100.0), 7248
note_off(9, 42, 64), 7296
note_off(9, 40, 64), 7296
note_on(9, 42, 100.0), 7296
note_on(9, 40, 100.0), 7344
note_off(9, 40, 64), 7392
note_off(9, 42, 64), 7392
note_on(9, 36, 100.0), 7392
note_on(9, 42, 100.0), 7392
note_off(9, 42, 64), 7488
note_off(9, 36, 64), 7488
note_on(9, 40, 100.0), 7488
note_on(9, 42, 100.0), 7488
note_off(9, 42, 64), 7584
note_on(9, 36, 100.0), 7584
note_on(9, 42, 100.0), 7584
note_off(9, 42, 64), 7680
note_off(9, 40, 64), 7680
note_off(9, 36, 64), 7680
note_on(9, 36, 100.0), 7680
note_on(9, 42, 100.0), 7680
note_off(9, 42, 64), 7776
note_off(9, 36, 64), 7776
note_on(9, 36, 100.0), 7776
note_on(9, 42, 100.0), 7776
note_off(9, 42, 64), 7872
note_off(9, 36, 64), 7872
note_on(9, 42, 100.0), 7872
note_on(9, 40, 100.0), 7872
note_off(9, 42, 64), 7968
note_on(9, 42, 100.0), 7968
note_on(9, 40, 100.0), 8016
note_off(9, 40, 64), 8064
note_off(9, 40, 64), 8064
note_off(9, 42, 64), 8064
note_on(9, 42, 100.0), 8064
note_on(9, 40, 100.0), 8112
note_off(9, 40, 64), 8160
note_off(9, 42, 64), 8160
note_on(9, 42, 100.0), 8160
note_on(9, 36, 100.0), 8160
note_off(9, 36, 64), 8256
note_off(9, 42, 64), 8256
note_on(9, 42, 100.0), 8256
note_on(9, 40, 100.0), 8256
note_off(9, 42, 64), 8352
note_on(9, 42, 100.0), 8352
note_on(9, 36, 100.0), 8352
note_off(9, 36, 64), 8448
note_off(9, 40, 64), 8448
note_off(9, 42, 64), 8448
note_on(9, 36, 100.0), 8448
note_on(9, 42, 100.0), 8448
note_off(9, 42, 64), 8544
note_off(9, 36, 64), 8544
note_on(9, 36, 100.0), 8544
note_on(9, 42, 100.0), 8544
note_off(9, 42, 64), 8640
note_off(9, 36, 64), 8640
note_on(9, 40, 100.0), 8640
note_on(9, 42, 100.0), 8640
note_off(9, 42, 64), 8736
note_on(9, 42, 100.0), 8736
note_off(9, 40, 64), 8784
note_on(9, 40, 100.0), 8784
note_off(9, 42, 64), 8832
note_off(9, 40, 64), 8832
note_on(9, 42, 100.0), 8832
note_on(9, 40, 100.0), 8880
note_off(9, 40, 64), 8928
note_off(9, 42, 64), 8928
note_on(9, 36, 100.0), 8928
note_on(9, 42, 100.0), 8928
note_off(9, 42, 64), 9024
note_off(9, 36, 64), 9024
note_on(9, 40, 100.0), 9024
note_on(9, 42, 100.0), 9024
note_off(9, 42, 64), 9120
note_on(9, 36, 100.0), 9120
note_on(9, 42, 100.0), 9120
note_off(9, 42, 64), 9216
note_off(9, 40, 64), 9216
note_off(9, 36, 64), 9216
note_on(9, 36, 100.0), 9216
note_on(9, 42, 100.0), 9216
note_off(9, 42, 64), 9312
note_off(9, 36, 64), 9312
note_on(9, 36, 100.0), 9312
note_on(9, 42, 100.0), 9312
note_off(9, 42, 64), 9408
note_off(9, 36, 64), 9408
note_on(9, 42, 100.0), 9408
note_on(9, 40, 100.0), 9408
note_off(9, 42, 64), 9504
note_on(9, 42, 100.0), 9504
note_on(9, 40, 100.0), 9552
note_off(9, 40, 64), 9600
note_off(9, 40, 64), 9600
note_off(9, 42, 64), 9600
note_on(9, 42, 100.0), 9600
note_on(9, 40, 100.0), 9648
note_off(9, 40, 64), 9696
note_off(9, 42, 64), 9696
note_on(9, 42, 100.0), 9696
note_on(9, 36, 100.0), 9696
note_off(9, 36, 64), 9792
note_off(9, 42, 64), 9792
note_on(9, 42, 100.0), 9792
note_on(9, 40, 100.0), 9792
note_off(9, 42, 64), 9888
note_on(9, 42, 100.0), 9888
note_on(9, 36, 100.0), 9888
note_off(9, 36, 64), 9984
note_off(9, 40, 64), 9984
note_off(9, 42, 64), 9984
note_on(9, 36, 100.0), 9984
note_on(9, 42, 100.0), 9984
note_off(9, 42, 64), 10080
note_off(9, 36, 64), 10080
note_on(9, 36, 100.0), 10080
note_on(9, 42, 100.0), 10080
note_off(9, 42, 64), 10176
note_off(9, 36, 64), 10176
note_on(9, 40, 100.0), 10176
note_on(9, 42, 100.0), 10176
note_off(9, 42, 64), 10272
note_on(9, 42, 100.0), 10272
note_off(9, 40, 64), 10320
note_on(9, 40, 100.0), 10320
note_off(9, 42, 64), 10368
note_off(9, 40, 64), 10368
note_on(9, 42, 100.0), 10368
note_on(9, 40, 100.0), 10416
note_off(9, 40, 64), 10464
note_off(9, 42, 64), 10464
note_on(9, 36, 100.0), 10464
note_on(9, 42, 100.0), 10464
note_off(9, 42, 64), 10560
note_off(9, 36, 64), 10560
note_on(9, 40, 100.0), 10560
note_on(9, 42, 100.0), 10560
note_off(9, 42, 64), 10656
note_on(9, 36, 100.0), 10656
note_on(9, 42, 100.0), 10656
note_off(9, 42, 64), 10752
note_off(9, 40, 64), 10752
note_off(9, 36, 64), 10752
note_on(9, 36, 100.0), 10752
note_on(9, 42, 100.0), 10752
note_off(9, 42, 64), 10848
note_off(9, 36, 64), 10848
note_on(9, 36, 100.0), 10848
note_on(9, 42, 100.0), 10848
note_off(9, 42, 64), 10944
note_off(9, 36, 64), 10944
note_on(9, 42, 100.0), 10944
note_on(9, 40, 100.0), 10944
note_off(9, 42, 64), 11040
note_on(9, 42, 100.0), 11040
note_on(9, 40, 100.0), 11088
note_off(9, 40, 64), 11136
note_off(9, 40, 64), 11136
note_off(9, 42, 64), 11136
note_on(9, 42, 100.0), 11136
note_on(9, 40, 100.0), 11184
note_off(9, 40, 64), 11232
note_off(9, 42, 64), 11232
note_on(9, 42, 100.0), 11232
note_on(9, 36, 100.0), 11232
note_off(9, 36, 64), 11328
note_off(9, 42, 64), 11328
note_on(9, 42, 100.0), 11328
note_on(9, 40, 100.0), 11328
note_off(9, 42, 64), 11424
note_on(9, 42, 100.0), 11424
note_on(9, 36, 100.0), 11424
note_off(9, 36, 64), 11520
note_off(9, 40, 64), 11520
note_off(9, 42, 64), 11520
note_on(9, 36, 100.0), 11520
note_on(9, 42, 100.0), 11520
note_off(9, 42, 64), 11616
note_off(9, 36, 64), 11616
note_on(9, 36, 100.0), 11616
note_on(9, 42, 100.0), 11616
note_off(9, 42, 64), 11712
note_off(9, 36, 64), 11712
note_on(9, 40, 100.0), 11712
note_on(9, 42, 100.0), 11712
note_off(9, 42, 64), 11808
note_on(9, 42, 100.0), 11808
note_off(9, 40, 64), 11856
note_on(9, 40, 100.0), 11856
note_off(9, 42, 64), 11904
note_off(9, 40, 64), 11904
note_on(9, 42, 100.0), 11904
note_on(9, 40, 100.0), 11952
note_off(9, 40, 64), 12000
note_off(9, 42, 64), 12000
note_on(9, 36, 100.0), 12000
note_on(9, 42, 100.0), 12000
note_off(9, 42, 64), 12096
note_off(9, 36, 64), 12096
note_on(9, 40, 100.0), 12096
note_on(9, 42, 100.0), 12096
note_off(9, 42, 64), 12192
note_on(9, 36, 100.0), 12192
note_on(9, 42, 100.0), 12192
note_off(9, 42, 64), 12288
note_off(9, 40, 64), 12288
note_off(9, 36, 64), 12288
note_on(9, 36, 100.0), 12288
note_on(9, 42, 100.0), 12288
note_off(9, 42, 64), 12384
note_off(9, 36, 64), 12384
note_on(9, 36, 100.0), 12384
note_on(9, 42, 100.0), 12384
note_off(9, 42, 64), 12480
note_off(9, 36, 64), 12480
note_on(9, 42, 100.0), 12480
note_on(9, 40, 100.0), 12480
note_off(9, 42, 64), 12576
note_on(9, 42, 100.0), 12576
note_on(9, 40, 100.0), 12624
note_off(9, 40, 64), 12672
note_off(9, 40, 64), 12672
note_off(9, 42, 64), 12672
note_on(9, 42, 100.0), 12672
note_on(9, 40, 100.0), 12720
note_off(9, 40, 64), 12768
note_off(9, 42, 64), 12768
note_on(9, 42, 100.0), 12768
note_on(9, 36, 100.0), 12768
note_off(9, 36, 64), 12864
note_off(9, 42, 64), 12864
note_on(9, 42, 100.0), 12864
note_on(9, 40, 100.0), 12864
note_off(9, 42, 64), 12960
note_on(9, 42, 100.0), 12960
note_on(9, 36, 100.0), 12960
note_off(9, 36, 64), 13056
note_off(9, 40, 64), 13056
note_off(9, 42, 64), 13056
note_on(9, 36, 100.0), 13056
note_on(9, 42, 100.0), 13056
note_off(9, 42, 64), 13152
note_off(9, 36, 64), 13152
note_on(9, 36, 100.0), 13152
note_on(9, 42, 100.0), 13152
note_off(9, 42, 64), 13248
note_off(9, 36, 64), 13248
note_on(9, 40, 100.0), 13248
note_on(9, 42, 100.0), 13248
note_off(9, 42, 64), 13344
note_on(9, 42, 100.0), 13344
note_off(9, 40, 64), 13392
note_on(9, 40, 100.0), 13392
note_off(9, 42, 64), 13440
note_off(9, 40, 64), 13440
note_on(9, 42, 100.0), 13440
note_on(9, 40, 100.0), 13488
note_off(9, 40, 64), 13536
note_off(9, 42, 64), 13536
note_on(9, 36, 100.0), 13536
note_on(9, 42, 100.0), 13536
note_off(9, 42, 64), 13632
note_off(9, 36, 64), 13632
note_on(9, 40, 100.0), 13632
note_on(9, 42, 100.0), 13632
note_off(9, 42, 64), 13728
note_on(9, 36, 100.0), 13728
note_on(9, 42, 100.0), 13728
note_off(9, 42, 64), 13824
note_off(9, 40, 64), 13824
note_off(9, 36, 64), 13824
note_on(9, 36, 100.0), 13824
note_on(9, 42, 100.0), 13824
note_off(9, 42, 64), 13920
note_off(9, 36, 64), 13920
note_on(9, 36, 100.0), 13920
note_on(9, 42, 100.0), 13920
note_off(9, 42, 64), 14016
note_off(9, 36, 64), 14016
note_on(9, 42, 100.0), 14016
note_on(9, 40, 100.0), 14016
note_off(9, 42, 64), 14112
note_on(9, 42, 100.0), 14112
note_on(9, 40, 100.0), 14160
note_off(9, 40, 64), 14208
note_off(9, 40, 64), 14208
note_off(9, 42, 64), 14208
note_on(9, 42, 100.0), 14208
note_on(9, 40, 100.0), 14256
note_off(9, 40, 64), 14304
note_off(9, 42, 64), 14304
note_on(9, 42, 100.0), 14304
note_on(9, 36, 100.0), 14304
note_off(9, 36, 64), 14400
note_off(9, 42, 64), 14400
note_on(9, 42, 100.0), 14400
note_on(9, 40, 100.0), 14400
note_off(9, 42, 64), 14496
note_on(9, 42, 100.0), 14496
note_on(9, 36, 100.0), 14496
note_off(9, 36, 64), 14592
note_off(9, 40, 64), 14592
note_off(9, 42, 64), 14592
note_on(9, 36, 100.0), 14592
note_on(9, 42, 100.0), 14592
note_off(9, 42, 64), 14688
note_off(9, 36, 64), 14688
note_on(9, 36, 100.0), 14688
note_on(9, 42, 100.0), 14688
note_off(9, 42, 64), 14784
note_off(9, 36, 64), 14784
note_on(9, 40, 100.0), 14784
note_on(9, 42, 100.0), 14784
note_off(9, 42, 64), 14880
note_on(9, 42, 100.0), 14880
note_off(9, 40, 64), 14928
note_on(9, 40, 100.0), 14928
note_off(9, 42, 64), 14976
note_off(9, 40, 64), 14976
note_on(9, 42, 100.0), 14976
note_on(9, 40, 100.0), 15024
note_off(9, 40, 64), 15072
note_off(9, 42, 64), 15072
note_on(9, 36, 100.0), 15072
note_on(9, 42, 100.0), 15072
note_off(9, 42, 64), 15168
note_off(9, 36, 64), 15168
note_on(9, 40, 100.0), 15168
note_on(9, 42, 100.0), 15168
note_off(9, 42, 64), 15264
note_on(9, 36, 100.0), 15264
note_on(9, 42, 100.0), 15264
note_off(9, 42, 64), 15360
note_off(9, 40, 64), 15360
note_off(9, 36, 64), 15360
note_on(9, 36, 100.0), 15360
note_on(9, 42, 100.0), 15360
note_off(9, 42, 64), 15456
note_off(9, 36, 64), 15456
note_on(9, 36, 100.0), 15456
note_on(9, 42, 100.0), 15456
note_off(9, 42, 64), 15552
note_off(9, 36, 64), 15552
note_on(9, 42, 100.0), 15552
note_on(9, 40, 100.0), 15552
note_off(9, 42, 64), 15648
note_on(9, 42, 100.0), 15648
note_on(9, 40, 100.0), 15696
note_off(9, 40, 64), 15744
note_off(9, 40, 64), 15744
note_off(9, 42, 64), 15744
note_on(9, 42, 100.0), 15744
note_on(9, 40, 100.0), 15792
note_off(9, 40, 64), 15840
note_off(9, 42, 64), 15840
note_on(9, 42, 100.0), 15840
note_on(9, 36, 100.0), 15840
note_off(9, 36, 64), 15936
note_off(9, 42, 64), 15936
note_on(9, 42, 100.0), 15936
note_on(9, 40, 100.0), 15936
note_off(9, 42, 64), 16032
note_on(9, 42, 100.0), 16032
note_on(9, 36, 100.0), 16032
note_off(9, 36, 64), 16128
note_off(9, 40, 64), 16128
note_off(9, 42, 64), 16128
note_on(9, 36, 100.0), 16128
note_on(9, 42, 100.0), 16128
note_off(9, 42, 64), 16224
note_off(9, 36, 64), 16224
note_on(9, 36, 100.0), 16224
note_on(9, 42, 100.0), 16224
note_off(9, 42, 64), 16320
note_off(9, 36, 64), 16320
note_on(9, 40, 100.0), 16320
note_on(9, 42, 100.0), 16320
note_off(9, 42, 64), 16416
note_on(9, 42, 100.0), 16416
note_off(9, 40, 64), 16464
note_on(9, 40, 100.0), 16464
note_off(9, 42, 64), 16512
note_off(9, 40, 64), 16512
note_on(9, 42, 100.0), 16512
note_on(9, 40, 100.0), 16560
note_off(9, 40, 64), 16608
note_off(9, 42, 64), 16608
note_on(9, 36, 100.0), 16608
note_on(9, 42, 100.0), 16608
note_off(9, 42, 64), 16704
note_off(9, 36, 64), 16704
note_on(9, 40, 100.0), 16704
note_on(9, 42, 100.0), 16704
note_off(9, 42, 64), 16800
note_on(9, 36, 100.0), 16800
note_on(9, 42, 100.0), 16800
note_off(9, 42, 64), 16896
note_off(9, 40, 64), 16896
note_off(9, 36, 64), 16896
note_on(9, 36, 100.0), 16896
note_on(9, 42, 100.0), 16896
note_off(9, 42, 64), 16992
note_off(9, 36, 64), 16992
note_on(9, 36, 100.0), 16992
note_on(9, 42, 100.0), 16992
note_off(9, 42, 64), 17088
note_off(9, 36, 64), 17088
note_on(9, 42, 100.0), 17088
note_on(9, 40, 100.0), 17088
note_off(9, 42, 64), 17184
note_on(9, 42, 100.0), 17184
note_on(9, 40, 100.0), 17232
note_off(9, 40, 64), 17280
note_off(9, 40, 64), 17280
note_off(9, 42, 64), 17280
note_on(9, 42, 100.0), 17280
note_on(9, 40, 100.0), 17328
note_off(9, 40, 64), 17376
note_off(9, 42, 64), 17376
note_on(9, 42, 100.0), 17376
note_on(9, 36, 100.0), 17376
note_off(9, 36, 64), 17472
note_off(9, 42, 64), 17472
note_on(9, 42, 100.0), 17472
note_on(9, 40, 100.0), 17472
note_off(9, 42, 64), 17568
note_on(9, 42, 100.0), 17568
note_on(9, 36, 100.0), 17568
note_off(9, 36, 64), 17664
note_off(9, 40, 64), 17664
note_off(9, 42, 64), 17664
note_on(9, 36, 100.0), 17664
note_on(9, 42, 100.0), 17664
note_off(9, 42, 64), 17760
note_off(9, 36, 64), 17760
note_on(9, 36, 100.0), 17760
note_on(9, 42, 100.0), 17760
note_off(9, 42, 64), 17856
note_off(9, 36, 64), 17856
note_on(9, 40, 100.0), 17856
note_on(9, 42, 100.0), 17856
note_off(9, 42, 64), 17952
note_on(9, 42, 100.0), 17952
note_off(9, 40, 64), 18000
note_on(9, 40, 100.0), 18000
note_off(9, 42, 64), 18048
note_off(9, 40, 64), 18048
note_on(9, 42, 100.0), 18048
note_on(9, 40, 100.0), 18096
note_off(9, 40, 64), 18144
note_off(9, 42, 64), 18144
note_on(9, 36, 100.0), 18144
note_on(9, 42, 100.0), 18144
note_off(9, 42, 64), 18240
note_off(9, 36, 64), 18240
note_on(9, 40, 100.0), 18240
note_on(9, 42, 100.0), 18240
note_off(9, 42, 64), 18336
note_on(9, 36, 100.0), 18336
note_on(9, 42, 100.0), 18336
note_off(9, 42, 64), 18432
note_off(9, 40, 64), 18432
note_off(9, 36, 64), 18432
note_on(9, 36, 100.0), 18432
note_on(9, 42, 100.0), 18432
note_off(9, 42, 64), 18528
note_off(9, 36, 64), 18528
note_on(9, 36, 100.0), 18528
note_on(9, 42, 100.0), 18528
note_off(9, 42, 64), 18624
note_off(9, 36, 64), 18624
note_on(9, 40, 100.0), 18624
note_on(9, 42, 100.0), 18624
note_off(9, 42, 64), 18720
note_on(9, 42, 100.0), 18720
note_off(9, 40, 64), 18768
note_on(9, 40, 100.0), 18768
note_off(9, 42, 64), 18816
note_off(9, 40, 64), 18816
note_on(9, 42, 100.0), 18816
note_on(9, 40, 100.0), 18864
note_off(9, 40, 64), 18912
note_off(9, 42, 64), 18912
note_on(9, 36, 100.0), 18912
note_on(9, 42, 100.0), 18912
note_off(9, 42, 64), 19008
note_off(9, 36, 64), 19008
note_on(9, 40, 100.0), 19008
note_on(9, 42, 100.0), 19008
note_off(9, 42, 64), 19104
note_on(9, 36, 100.0), 19104
note_on(9, 42, 100.0), 19104
note_off(9, 42, 64), 19200
note_off(9, 40, 64), 19200
note_off(9, 36, 64), 19200
note_on(9, 36, 100.0), 19200
note_on(9, 42, 100.0), 19200
note_off(9, 42, 64), 19296
note_off(9, 36, 64), 19296
note_on(9, 36, 100.0), 19296
note_on(9, 42, 100.0), 19296
note_off(9, 42, 64), 19392
note_off(9, 36, 64), 19392
note_on(9, 42, 100.0), 19392
note_on(9, 40, 100.0), 19392
note_off(9, 42, 64), 19488
note_on(9, 42, 100.0), 19488
note_on(9, 40, 100.0), 19536
note_off(9, 40, 64), 19584
note_off(9, 40, 64), 19584
note_off(9, 42, 64), 19584
note_on(9, 42, 100.0), 19584
note_on(9, 40, 100.0), 19632
note_off(9, 40, 64), 19680
note_off(9, 42, 64), 19680
note_on(9, 42, 100.0), 19680
note_on(9, 36, 100.0), 19680
note_off(9, 36, 64), 19776
note_off(9, 42, 64), 19776
note_on(9, 42, 100.0), 19776
note_on(9, 40, 100.0), 19776
note_off(9, 42, 64), 19872
note_on(9, 42, 100.0), 19872
note_on(9, 36, 100.0), 19872
note_off(9, 36, 64), 19968
note_off(9, 40, 64), 19968
note_off(9, 42, 64), 19968
note_on(9, 36, 100.0), 19968
note_on(9, 42, 100.0), 19968
note_off(9, 42, 64), 20064
note_off(9, 36, 64), 20064
note_on(9, 36, 100.0), 20064
note_on(9, 42, 100.0), 20064
note_off(9, 42, 64), 20160
note_off(9, 36, 64), 20160
note_on(9, 40, 100.0), 20160
note_on(9, 42, 100.0), 20160
note_off(9, 42, 64), 20256
note_on(9, 42, 100.0), 20256
note_off(9, 40, 64), 20304
note_on(9, 40, 100.0), 20304
note_off(9, 42, 64), 20352
note_off(9, 40, 64), 20352
note_on(9, 42, 100.0), 20352
note_on(9, 40, 100.0), 20400
note_off(9, 40, 64), 20448
note_off(9, 42, 64), 20448
note_on(9, 36, 100.0), 20448
note_on(9, 42, 100.0), 20448
note_off(9, 42, 64), 20544
note_off(9, 36, 64), 20544
note_on(9, 40, 100.0), 20544
note_on(9, 42, 100.0), 20544
note_off(9, 42, 64), 20640
note_on(9, 36, 100.0), 20640
note_on(9, 42, 100.0), 20640
note_off(9, 42, 64), 20736
note_off(9, 40, 64), 20736
note_off(9, 36, 64), 20736
note_on(9, 42, 100.0), 20736
note_off(9, 42, 64), 20832
note_on(9, 42, 100.0), 20832
note_off(9, 42, 64), 20928
note_on(9, 42, 100.0), 20928
note_off(9, 42, 64), 21024
note_on(9, 42, 100.0), 21024
note_off(9, 42, 64), 21120
note_on(9, 42, 100.0), 21120
note_off(9, 42, 64), 21216
note_on(9, 42, 100.0), 21216
note_off(9, 42, 64), 21312
note_on(9, 42, 100.0), 21312
note_off(9, 42, 64), 21408
note_on(9, 42, 100.0), 21408
note_off(9, 42, 64), 21504
note_on(9, 42, 100.0), 21504
note_off(9, 42, 64), 21600
note_on(9, 42, 100.0), 21600
note_off(9, 42, 64), 21696
note_on(9, 42, 100.0), 21696
note_off(9, 42, 64), 21792
note_on(9, 42, 100.0), 21792
note_off(9, 42, 64), 21888
note_on(9, 42, 100.0), 21888
note_off(9, 42, 64), 21984
note_on(9, 42, 100.0), 21984
note_off(9, 42, 64), 22080
note_on(9, 42, 100.0), 22080
note_off(9, 42, 64), 22176
note_on(9, 42, 100.0), 22176
note_off(9, 42, 64), 22272
note_on(9, 42, 100.0), 22272
note_on(9, 36, 100.0), 22272
note_off(9, 42, 64), 22368
note_on(9, 42, 100.0), 22368
note_off(9, 36, 64), 22464
note_off(9, 42, 64), 22464
note_on(9, 42, 100.0), 22464
note_off(9, 42, 64), 22560
note_on(9, 42, 100.0), 22560
note_off(9, 42, 64), 22656
note_on(9, 42, 100.0), 22656
note_off(9, 42, 64), 22752
note_on(9, 42, 100.0), 22752
note_off(9, 42, 64), 22848
note_on(9, 42, 100.0), 22848
note_off(9, 42, 64), 22944
note_on(9, 42, 100.0), 22944
note_off(9, 42, 64), 23040
note_on(9, 42, 100.0), 23040
note_off(9, 42, 64), 23136
note_on(9, 42, 100.0), 23136
note_off(9, 42, 64), 23232
note_on(9, 42, 100.0), 23232
note_off(9, 42, 64), 23328
note_on(9, 42, 100.0), 23328
note_off(9, 42, 64), 23424
note_on(9, 42, 100.0), 23424
note_off(9, 42, 64), 23520
note_on(9, 42, 100.0), 23520
note_off(9, 42, 64), 23616
note_on(9, 42, 100.0), 23616
note_off(9, 42, 64), 23712
note_on(9, 42, 100.0), 23712
note_off(9, 42, 64), 23808
note_on(9, 36, 100.0), 23808
note_on(9, 42, 100.0), 23808
note_off(9, 42, 64), 23904
note_on(9, 42, 100.0), 23904
note_off(9, 36, 64), 24000
note_off(9, 42, 64), 24000
note_on(9, 42, 100.0), 24000
note_off(9, 42, 64), 24096
note_on(9, 42, 100.0), 24096
note_off(9, 42, 64), 24192
note_on(9, 42, 100.0), 24192
note_off(9, 42, 64), 24288
note_on(9, 42, 100.0), 24288
note_off(9, 42, 64), 24384
note_on(9, 42, 100.0), 24384
note_off(9, 42, 64), 24480
note_on(9, 42, 100.0), 24480
note_off(9, 42, 64), 24576
note_on(9, 42, 100.0), 24576
note_off(9, 42, 64), 24672
note_on(9, 42, 100.0), 24672
note_off(9, 42, 64), 24768
note_on(9, 42, 100.0), 24768
note_off(9, 42, 64), 24864
note_on(9, 42, 100.0), 24864
note_off(9, 42, 64), 24960
note_on(9, 42, 100.0), 24960
note_off(9, 42, 64), 25056
note_on(9, 42, 100.0), 25056
note_off(9, 42, 64), 25152
note_on(9, 42, 100.0), 25152
note_off(9, 42, 64), 25248
note_on(9, 42, 100.0), 25248
note_off(9, 42, 64), 25344
note_on(9, 36, 100.0), 25344
note_on(9, 42, 100.0), 25344
note_off(9, 42, 64), 25440
note_on(9, 42, 100.0), 25440
note_off(9, 36, 64), 25536
note_off(9, 42, 64), 25536
note_on(9, 42, 100.0), 25536
note_off(9, 42, 64), 25632
note_on(9, 42, 100.0), 25632
note_off(9, 42, 64), 25728
note_on(9, 36, 100.0), 25728
note_on(9, 42, 100.0), 25728
note_off(9, 42, 64), 25824
note_on(9, 42, 100.0), 25824
note_off(9, 36, 64), 25920
note_off(9, 42, 64), 25920
note_on(9, 42, 100.0), 25920
note_off(9, 42, 64), 26016
note_on(9, 42, 100.0), 26016
note_off(9, 42, 64), 26112
note_on(9, 40, 100.0), 26112
note_on(9, 42, 100.0), 26112
note_off(9, 42, 64), 26208
note_off(9, 40, 64), 26208
note_on(9, 40, 100.0), 26208
note_on(9, 42, 100.0), 26208
note_off(9, 42, 64), 26304
note_off(9, 40, 64), 26304
note_on(9, 40, 100.0), 26304
note_on(9, 42, 100.0), 26304
note_off(9, 42, 64), 26400
note_off(9, 40, 64), 26400
note_on(9, 40, 100.0), 26400
note_on(9, 42, 100.0), 26400
note_off(9, 42, 64), 26496
note_off(9, 40, 64), 26496
note_on(9, 40, 100.0), 26496
note_on(9, 42, 100.0), 26496
note_off(9, 40, 64), 26520
note_on(9, 40, 100.0), 26568
note_off(9, 42, 64), 26592
note_off(9, 40, 64), 26592
note_on(9, 40, 100.0), 26592
note_on(9, 42, 100.0), 26592
note_off(9, 40, 64), 26616
note_on(9, 40, 100.0), 26664
note_off(9, 42, 64), 26688
